username,tweet,retweets,likes
saba_h,"@starisbornmovie @ashleyrgold lol omg, this is an excellent idea",0,1
jaredleemusic,.@ladygaga you and #bradleycooper did an amazing job in @starisbornmovie - congratulations,0,4
john2win,🎥 Just back from the movies and  @starisbornmovie demonstrates that @ladygaga is not only an incredible singer but she’s an amazing actress. An emotional roller coaster but well worth seeing.  #topfilm #AStarIsBorn https://twitter.com/starisbornmovie/status/1037808406906589184 …,0,2
965tic,"Big response, big box office for @starisbornmovie  https://965tic.radio.com/blogs/la/lady-gaga-bradley-coopers-star-born-rakes-millions-twitter-reacts … #AStarIsBorn",0,0
thx,Amazing vocals and #music from #LadyGaga // Listen to the soundtrack for @starisbornmovie & follow #THXLtd on #Spotify https://open.spotify.com/album/4sLtOBOzn4s3GDUv3c5oJD?si=NcmJNkENQpW-qjB9_oBlqA …,0,1
lukefriendmusic,"Honestly, just go watch @starisbornmovie if you get the chance, it would be rude not to...  ✨❤️ @ladygaga & Bradley Cooper’s chemistry is electric and the film reveals the absolute truth of what a lot of the music industry brings. pic.twitter.com/JbGidp2kqj",0,35
jadagrace,So @starisbornmovie really just took my heart and shredded it into pieces.  Lady Gaga was stellar and Bradley Cooler was brilliant ugh. Go. See. That. Movie,0,4
new1027,@ladygaga .@LadyGaga + Bradley Cooper's @starisbornmovie grossed over $15 million on Friday alone and is expected to pull over $40 million during its debut period!  http://bit.ly/2PqtSnX  #AStarIsBorn pic.twitter.com/dPxJU1fTJ1,0,1
hellogiggles,This is the epic way Bradley Cooper and Lady Gaga got all those Coachella shots in a @starisbornmovie  pic.twitter.com/jAKIddSH9i,0,11
celebritypagetv,"What a weekend at the #movies! @VenomMovie and @starisbornmovie exceeded box office expectations by 30%, according to experts. ‘Venom’ made $80 million while ‘A Star Is Born’ made $40 million on opening weekend according to Box Office Mojo. Not Bad! 🎥🎞",0,4
jwcm,"After @starisbornmovie I got home and didn’t turn on the TV or media, just spent the rest of the night thinking about the movie. That’s a huge compliment.",0,2
readdanwrite,@CinephileESPN @ladygaga @starisbornmovie @adnanESPN Adnan Virk on #AStarIsBorn: "meandering." savage!,0,1
dhillanratchet,@starisbornmovie @ladygaga @_MaisieRose_ @jackalanwells It’ll work,0,1
sohh,Really starting to get into movie soundtracks after going to see the actual flick. The @starisbornmovie soundtrack is straight 🔥 but you can’t appreciate it as much until you see the 🎥 first. 🤘🏽🤘🏽🤘🏽,0,0
wendyscanada,@starisbornmovie @CineplexMovies @drpepper @tantebeth1 Rules were meant to be broken. Hope you enjoyed your supper 🍿,0,1
wkrq,Jenn and Tim both saw @starisbornmovie.  Hear their Mom Vs. Dude Movie Review around 8:15 this morning.  pic.twitter.com/3lNrOqA73H,0,0
jus_hill,@Forever21 I am ready to be obsessed with this movie! So excited to be at the premiere for @starisbornmovie ⭐️ wearing @forever21 | @RoadshowFilms pic.twitter.com/SWhWbijXgg,0,7
artemr,"Saw @starisbornmovie without expecting much and mostly because that's what the wife wanted to see, and wow.  I haven't given a movie 10/10 in a while, but had to today. Bradley Cooper kills it, and so does @ladygaga.  You can't not shed a tear, or 10.  Lyrics are fantastic too.",0,17
capitalyorks,Forget the new @starisbornmovie ... JoJo found the old one on Netflix and was proper impressed by the muscles 😍💪🏼 Who knew they had gym's in the 1970s 😂  pic.twitter.com/tIe4nO8edM,0,2
duciswild,"@CinephileESPN @ladygaga @starisbornmovie @adnanESPN Friday night, I had a choice between seeing that and Crazy Rich Asians. I stand by my decision.",0,2
abcliz,"Ok, a ⭐️ is born in @starisbornmovie. And that is Charlie, the dog. Damn, he’s cute. #astarisborn",0,2
petemcmurray,"Just saw @starisbornmovie #Bradleycooper & @ladygaga should be nominated. And, she has a great nose 👃.  Take it from a guy w a big 👃!",0,27
buffa82,A bipolar history professor.  An undercover FBI agent.  The world’s deadliest sniper.  A world class chef.  A country rock star.   Who can play all of these characters and do it very well?  Bradley Cooper can.   #AStarIsBornMovie   For @ksdknews: https://www.ksdk.com/article/news/entertainment-news/a-great-actor-is-born-how-bradley-cooper-rose-to-the-top-of-hollywood/63-602714641 …,0,6
katielyonsuk,And that will be #oscars for both Lady Gaga and Bradley Cooper then. The man also deserves one for Best Direction. #AStarIsBornMovie is phenomenal,0,4
ericmichaelandy,So when does the best supporting actress campaign for @willam kick off? #AStarIsBornMovie,0,6
kisssudbury,.@ladygaga Unveils “Look What I Found” Video From #AStarIsBornMovie  https://www.kisssudbury.com/2018/10/10/lady-gaga-unveils-look-what-i-found-video-from-a-star-is-born/ …,0,0
leighblickley,"Also, so happy to see @ARamosofficial on the big screen! #AStarIsBornMovie  https://m.huffpost.com/us/entry/us_5a3a89c1e4b0b0e5a79ee169 …",0,12
christinacastle,I saw #AStarIsBornMovie last night and I’m still blown away by it. so real and moving... and INSPIRING to say the LEAST. amazing job queen ❤️🙏🏼@ladygaga  @bradleycooper,0,6
wbaljfro,Just saw #AStarIsBornMovie and wow!! Totally blown away. @DCfilmgirl I agree! 5/5 #wbal pic.twitter.com/CpooxtQkZp,0,3
emmaguns,@itsSHANGELA Third viewing of A Star is Born in less than seven days? No apologies.  Mainly so I can see @willam and @itsshangela again.  #tuesday #astarisborn #astarisbornmovie #idowhatiwant…  https://www.instagram.com/p/BouDHienC_2/?utm_source=ig_twitter_share&igshid=1o4ne79j2gyxw …,0,6
brentalang,My sister hated #AStarIsBornMovie. We are not related.,0,7
monishaadvani,The original. #AStarIsBornMovie  https://twitter.com/VanityFair/status/1049637700855312384 …,0,3
sueseriofox29,We were not late to the party! Saw A Star Is Born over the weekend. We loved it. The performances blew us away. Music was great. Bradley Cooper did EVERYTHING. Worth it! #astarisbornmovie  https://www.instagram.com/p/Botoy27DMmX/?utm_source=ig_twitter_share&igshid=10nbrph06e65u …,0,10
marianna_hewitt,me leaving #AStarIsBornMovie  pic.twitter.com/tRIqCVZrnR,0,4
radiodotcom,#AStarIsBornMovie with @ladygaga and Bradley Cooper is killing it! http://bit.ly/2E6wIx1 ,0,2
nelsongeorge,"Excellent acting top to bottom in #AStarIsBornMovie. Impressive direction, particularly of the music sequences. Intimate on every level. Negative: another flick about gifted suicidal musician.",0,8
ammalexandra,"Can't stop talking about @starisbornmovie, because it reminded me of why I chose to be an artist. I forgot that art could hit me in the stomach that way. So proud of #BradleyCooper and @ladygaga. The honesty, intimacy, & tragedy allowed me to grieve & sing. 🎼 #AStarIsBornMovie",0,2
andrea_jans274,"Bradley Cooper & @ladygaga each deserve every nomination, in every category, & every WIN, at every Award Show this season. A truly phenomenal & emotional piece of storytelling! #BestMovieoftheYear @starisbornmovie",0,0
filloryxflowers,A Star is Born @starisbornmovie  pic.twitter.com/cD8ukY7swa,0,0
lauracross93,Don't mind me. I'm just here for the @starisbornmovie memes.,0,2
g14ghs,@starisbornmovie @JonathanAnsell Absolutely brilliant film . Was I tears x,0,0
laurenpeikoff,.@kasie with the @starisbornmovie reference in that tease - I relate so deeply.,0,3
parrotoftheday,@starisbornmovie @tiellover Is that the new one with Babs Streisand and Kris Kristofferson? ;>) #behindthetimes,0,2
lindalinglebks,"@starisbornmovie @mammamiamovie @RitaWilson then this story is for you to produce and direct.   It needs a light touch, and I think you're the woman to do it.   https://www.youtube.com/watch?v=LsGCNQFPk7Y ….",0,0
connordella,@starisbornmovie trying to find bradley Cooper on social media so that u can see that he is really alive and to realise he's not on social media 😭😭😭😭😭😭,0,0
dsweet26,Enjoyed listening to more @ladygaga and #BradleyCooper this weekend than my usual country fare @KipMooreMusic @ericchurch #starisborn @starisbornmovie @JasonIsbell  wrote one though,0,3
esmemazzeo,"@ladygaga Fangirl Moment (though, they need a new word for ""admiration because you help me""...or ""amazing art."") @starisbornmovie is SO GOOD. @LadyGaga & #BradleyCooper Just...that chemistry. I'll probably listen to the soundtrack for a week & get so much work done!",0,0
anthemdirt,"Went to see @starisbornmovie last night, pretty amazing movie. Nice to see something good come out of Hollywood for once, it’s been a while.",0,1
farlieonfootie,@halloweenmovie and @starisbornmovie : it’s a movie kinda weekend 🎬,0,0
porkweasely,Just got out of watching @starisbornmovie. It made me remember I had a heart and ripped it out of my chest. It was a beautiful show.,0,0
pl_rbk,@starisbornmovie Loved it,0,0
alexisonieseleh,@Slate @starisbornmovie @DrMChatelain This is brand new information. I can’t wait to share my thoughts on your thoughts!,0,1
tdizzle_240,@starisbornmovie   That is all 😭💔,0,0
bosfriend_4u,About to see @starisbornmovie.  Wish me luck!  pic.twitter.com/NGe5TBMGms,0,2
theheadlessdj,"One of the Autumn’s big critically acclaimed movies, @starisbornmovie (15) plays the finest cinema in Gloucester, @SherborneCinema every evening at 8.30pm until the 1st of Nov. Then it’s back again on Fri, 8th of Nov at 6.00. Tickets £6.00, info via http://www.sherbornecinema.co.uk ",0,0
_sophialuv,@starisbornmovie  I loved this movies so much. Superb!!!,0,0
libschooler,"@starisbornmovie sorry, but without the song Evergreen, it’s just not worth seeing.",0,0
godessofvictry,@ladygaga @starisbornmovie @jessilauren311 Loved it! So good,0,0
janzellesmith_,@starisbornmovie one of the best movies ever. ❤️❤️❤️,0,0
ksf77,@ladygaga @starisbornmovie @WelshWench_xo Pissed me off that it made me cry,0,1
atreya2112,"@starisbornmovie @ladygaga @MattByers40 I love that line ☺ I must download the soundtrack on Spotify too, i want to go again 😝 ♥",0,1
kennethmjohnson,"“A Star Is Born” 7pm at The @CommodoreTheatr Huge screen, Certified @THX audio, delicious dining downstairs, traditional balcony seating, all at half the price of other theaters. @starisbornmovie #AStarIsBorn @MGM_Studios @LiveNationProds pic.twitter.com/gM95mpMois",0,0
catmillsom,@starisbornmovie @CwilliamsonPT I am a broken woman. 😭😭😭😭 Absolutely want the soundtrack though! (But I have a feeling that last song is gonna do the same to me as one of the Nashville ones... 😭😭) xx,0,0
jessilauren311,@ladygaga @starisbornmovie @godessofvictry Still emotionally traumatized,0,1
sam_xoxo_deluca,@TheAcademy @starisbornmovie soundtrack  pic.twitter.com/H5EBAJvAIJ,0,0
aftontheatre,"“A Star Is Born” 7pm at The @CommodoreTheatr Huge screen, Certified @THX audio, delicious dining downstairs, traditional balcony seating, all at half the price of other theaters. @starisbornmovie @MGM_Studios @LiveNationProds pic.twitter.com/LTGuwIiJer",0,0
drmchatelain,@starisbornmovie @AlexisOniEseleh Did I know you were ALSO a Scorpio. And did you hear me talking about Star is Born on the Waves Podcast from @Slate I need to know your thoughts about my thoughts.,0,1
cwilliamsonpt,@starisbornmovie @Catmillsom When I say terrible...I don't mean the quality of the film 😂. Just so sad!,0,1
commodoretheatr,"Only @ladygaga and Bradley Cooper could scare away Michael Myers! “A Star Is Born” 7pm at The @CommodoreTheatr Huge screen, Certified @THX audio, delicious dining downstairs, traditional balcony seating, all at half the price of other theaters. @starisbornmovie #AStarIsBorn pic.twitter.com/ZjOVXn877p",0,1
mslas,"@starisbornmovie @LaurenABrickman It is a sleeper! But I have to say, Alibi has my heart",0,1
marishawallace,Wow @starisbornmovie I needed that cry! 😩,0,8
emwhyelle,Results are in - here are @starisbornmovie's numbers as I continue my promotional efforts in Asia.  @wbpictures should just hire me to promote this movie around the world at this point. https://twitter.com/gagamonster96/status/1054041163727077376 …,0,1
vanna5960,@starisbornmovie @JadeEmilyyyyx would have never known that he hadn't been doing it his entire life.,0,0
mattbyers40,@starisbornmovie @ladygaga @atreya2112 I've seen it twice and going again Thursday. Bought the soundtrack ... "All you gotta do's trust me." "Alibi",0,1
emsy1013,Was not emotionally prepared to experience @starisbornmovie 😭😭😭,0,0
mikeycruz,About to watch @starisbornmovie starring @ladygaga and #BradleyCooper !!,0,0
kirahopalkirah,Round two was even better than the first. I will probably never get tired of this movie @starisbornmovie  pic.twitter.com/40t56BHlFd,0,6
khaledh94046732,@starisbornmovie @ladygaga @haliewooIdridge Well done 👏👏amazing 💙💙,0,1
julioezgheib,Yesterday  I went to the theater  to see @starisbornmovie and I felt really touched  by @ladygaga and Bradley Cooper's performances and acting. One of the best and favorite  movies I've  seen this year. They were very real and gave us real emotions❤❤❤👏🏻👏🏻👏🏻👌🏻👌🏻👌🏻 #AStarIsBorn,0,1
joshreinermusic,@starisbornmovie slaps don't @ me  https://open.spotify.com/user/54rxacutbil4ztzkem79wn2au/playlist/02b93CyKFPTETmnpwcYl3N?si=52DqmOkDRQOVLHn9-LJMfg …,0,6
joannetroppello,Went to see @starisbornmovie with hubby @John_Troppello. All I can say is WOW! Better than I thought it would be. Great acting. Powerful story. Of course I started tearing up during the final scene/song. 😢 Highly recommend this movie. #AStarIsBorn https://twitter.com/starisbornmovie/status/1037808406906589184 …,0,1
robynburnison,"Apologies if you run into me today.  I just saw @starisbornmovie. Permanent ugly crying face. 😩😭  Otherwise, AMAZING movie! Well done @ladygaga & Bradley Cooper!",0,4
cjgrayuk,Really enjoyed @starisbornmovie @HOME_mcr tonight - great end to the weekend pic.twitter.com/yU7rsTBtN3,0,2
phalaloha88,@starisbornmovie seeing it for the 2nd time tonight in #Jupiter,0,0
cmd51375,"@starisbornmovie @JadeEmilyyyyx @Vanna5960 The movies I really love are the ones where you can clearly see the chemistry between the actors,especially the leading players.",0,0
jadeemilyyyyx,@starisbornmovie @Vanna5960 I know! It’s incredible to see. Love how Bradley learned to sing and play the guitar for the movie too.,0,1
richjonesuk,What a beauty film @starisbornmovie is 👌🏼Perfectly tackled the complexities of #mentalhealth I’d watch it all over again,0,1
gagaswhisper,Celebrated my 21st birthday watching my favourite film #AStarIsBorn @starisbornmovie  pic.twitter.com/jLn9Tn2cj7,0,0
djangelini23,@starisbornmovie @AlexisOniEseleh It’s me! I’m the DJ,0,3
iamhelix_,"Today was the first day in my whole life that a movie made me cry. Well done guys, let the Oscar nominations roll in. @starisbornmovie",0,0
lebaneseromeo,Good night for going to the movies 😎🍿🎟🎬📽@starisbornmovie,0,1
brucebrownjr,Hey @987ampradio are you guys playing any singles from @starisbornmovie ?!?,0,0
